areas, ws, hs
cxs[i],cys[i],object_areas[i],ws[i],hs[i],framenr[i]
431.70510795155343,275.70300157977886,633.0,40.0,31.0,1562.0
433.8771756978653,274.93070607553364,507.5,26.0,31.0,1563.0
432.6238993710692,274.7437106918239,530.0,25.0,32.0,1564.0
431.24513749161633,274.65057008718975,497.0,25.0,32.0,1565.0
429.44454545454545,274.5921212121212,550.0,26.0,32.0,1566.0
427.7216651473716,274.78608325736855,548.5,26.0,32.0,1567.0
426.43054248980866,274.7140169332079,531.5,26.0,32.0,1568.0
424.9684177611007,275.02282676672917,533.0,24.0,33.0,1569.0
422.8579683698297,274.64811435523114,548.0,26.0,32.0,1570.0
421.26267281105993,274.66144393241166,542.5,25.0,33.0,1571.0
419.71833930704895,274.7774790919952,558.0,25.0,33.0,1572.0
418.0146788990826,274.5388379204893,545.0,25.0,32.0,1573.0
415.61470755252697,274.79699034639407,587.0,26.0,33.0,1574.0
414.46438482886214,275.15849522047483,540.5,24.0,32.0,1575.0
412.8650865998177,274.85262838043144,548.5,25.0,35.0,1576.0
410.6584324489173,274.7063129002745,546.5,25.0,34.0,1577.0
408.77949651198054,274.58841370943276,549.5,25.0,34.0,1578.0
406.6072398190045,274.32820512820507,552.5,25.0,35.0,1579.0
404.6169858451291,274.98667776852625,600.5,26.0,35.0,1580.0
402.5691399662732,274.8976953344575,593.0,25.0,35.0,1581.0
401.2779198635976,274.98039215686276,586.5,26.0,35.0,1582.0
399.5352509870276,274.70868584320357,591.0,25.0,35.0,1583.0
397.76225691591344,274.5124623390852,608.5,26.0,35.0,1584.0
396.28544061302676,274.1789819376026,609.0,25.0,37.0,1585.0
394.6598079561042,273.6943758573388,607.5,26.0,36.0,1586.0
392.99488008623007,273.0603610886553,618.5,27.0,37.0,1587.0
391.53385826771654,273.0293963254593,635.0,27.0,38.0,1588.0
390.05282620179605,273.093766508188,631.0,26.0,38.0,1589.0
388.5724974200206,273.14731682146544,646.0,28.0,37.0,1590.0
386.77819454863715,272.7984496124031,666.5,28.0,38.0,1591.0
385.2294843863471,273.10699588477365,688.5,28.0,38.0,1592.0
383.5482134116495,272.73470386686245,681.0,28.0,39.0,1593.0
382.1947266569907,273.1656990807934,689.0,28.0,39.0,1594.0
380.82554047259924,273.50125691302156,663.0,27.0,39.0,1595.0
379.04286434694905,273.5027735753908,661.0,27.0,39.0,1596.0
377.2136752136752,273.5658622423328,663.0,28.0,38.0,1597.0
375.33562866615654,273.57995409334353,653.5,28.0,38.0,1598.0
369.6271876271876,274.16015466015466,819.0,43.0,38.0,1599.0
367.826981246219,274.3468441217987,826.5,44.0,38.0,1600.0
369.69799314733234,273.73054331864904,681.0,29.0,38.0,1601.0
367.8824662813102,273.72061657032754,692.0,30.0,38.0,1602.0
366.00072886297374,274.05636540330414,686.0,28.0,38.0,1603.0
360.5455455455455,275.03023023023025,832.5,43.0,37.0,1604.0
361.8063446969697,274.0011837121212,704.0,28.0,38.0,1605.0
357.3356037151703,274.32260061919504,807.5,40.0,38.0,1606.0
358.0828488372093,273.5704941860465,688.0,28.0,39.0,1607.0
356.5175182481752,273.6296836982968,685.0,28.0,39.0,1608.0
355.0212503088707,273.37064492216456,674.5,27.0,39.0,1609.0
353.4334784712143,273.49733913884853,689.0,27.0,39.0,1610.0
351.95048566690355,273.78109452736317,703.5,27.0,39.0,1611.0
350.1225128549072,273.41694612117146,745.5,28.0,41.0,1612.0
348.34696659850033,273.47057486934784,733.5,28.0,40.0,1613.0
347.0011268875366,273.4446698219517,739.5,27.0,41.0,1614.0
345.3132165260653,273.4611723988752,770.5,27.0,42.0,1615.0
343.57715260017045,272.8437766410912,782.0,28.0,42.0,1616.0
341.8659302577431,273.1565951916829,769.5,26.0,42.0,1617.0
339.80746237889093,272.5726654298083,808.5,29.0,43.0,1618.0
338.20429447852763,273.1683026584867,815.0,28.0,42.0,1619.0
336.50439942705134,273.44117045222015,814.5,27.0,42.0,1620.0
334.7897147616073,273.611284613783,800.5,27.0,42.0,1621.0
333.168226242462,273.8700353503847,801.5,28.0,42.0,1622.0
331.6379834854411,273.76684050412865,767.0,26.0,43.0,1623.0
329.5148242270224,272.92376111817026,787.0,27.0,43.0,1624.0
327.8132034632035,272.9547619047619,770.0,26.0,43.0,1625.0
325.58198664081016,272.50312432665373,773.5,26.0,43.0,1626.0
323.5360781867332,273.1536702017051,801.5,27.0,44.0,1627.0
322.1192024273949,272.796488946684,769.0,26.0,44.0,1628.0
320.0297580817812,272.64054806251335,778.5,26.0,43.0,1629.0
318.547165820643,272.56662436548226,788.0,25.0,43.0,1630.0
317.0916936353829,272.2224379719525,772.5,25.0,44.0,1631.0
315.41320553780616,271.49840255591056,782.5,26.0,44.0,1632.0
313.7318181818182,271.4123376623377,770.0,25.0,43.0,1633.0
312.2615711252654,271.09299363057323,785.0,25.0,44.0,1634.0
310.19795577805587,270.1070087609512,799.0,27.0,45.0,1635.0
308.6733921815889,270.2469525010508,793.0,27.0,45.0,1636.0
307.1733921815889,269.9340058848255,793.0,27.0,45.0,1637.0
305.3180521597392,269.66136919315403,818.0,27.0,44.0,1638.0
303.832503113325,269.6050228310502,803.0,28.0,44.0,1639.0
302.1432712215321,269.52339544513455,805.0,28.0,44.0,1640.0
300.2126148705096,269.312447786132,798.0,28.0,44.0,1641.0
298.611146976544,269.56724768667954,774.5,29.0,44.0,1642.0
296.4405458089669,269.15724496426253,769.5,29.0,44.0,1643.0
292.03325731660965,269.5507411630559,877.0,39.0,44.0,1644.0
290.36358414704193,269.8550641393835,870.5,40.0,43.0,1645.0
288.19921875,270.1809895833333,896.0,41.0,44.0,1646.0
286.0186097427477,270.10837438423647,913.5,41.0,44.0,1647.0
284.01326699834163,269.9631472268288,904.5,40.0,43.0,1648.0
282.14925093632957,270.2125468164794,890.0,40.0,44.0,1649.0
280.7924674820423,270.0221316249272,858.5,39.0,43.0,1650.0
279.27538940809967,269.68016614745585,802.5,37.0,43.0,1651.0
278.87053469852106,268.86188850967005,732.5,28.0,43.0,1652.0
277.5144285389684,268.88707112019995,733.5,27.0,43.0,1653.0
275.89796385266527,268.4747197437657,728.5,26.0,45.0,1654.0
